MSNA_time,BP,ECG,MSNA_v,MSNA_filt,MSNA_v_zeroed,MSNA_vjust
346.2,-6.25e-5,-0.05783789,0.1186841,0.0032070706064121633,0.003547540467926916,0
346.24,-5.859375e-5,-0.051125,0.1158273,0.0013262093490022514,0.0013036163585291615,0
346.28,-5.46875e-5,-0.04605469,0.1125089,-4.677931487710785e-4,-0.0013019109579072048,0
346.32,-6.640625e-5,-0.03600781,0.1101058,-0.0011010745938136411,-0.003190217858343618,0
346.36,-7.03125e-5,-0.007199219,0.1143371,-2.9122078917408136e-4,1.2111474916326473e-4,0
346.4,-5.078125e-5,0.01258789,0.1162319,6.266435480853126e-4,0.0016010823543039076,0
346.44,-7.421875e-5,-0.07597656,0.1155812,6.877190354716202e-4,0.0010861013104212587,0
346.48,-6.640625e-5,-0.006164063,0.1137732,4.0562244951325226e-4,-3.3581750054172013e-4,0
346.52,-7.03125e-5,0.6758926,0.1137069,7.790793335165971e-4,-3.9261847506314677e-4,0
346.56,-7.03125e-5,-0.192041,0.1176945,0.001738359843982322,0.002728026837444948,0
346.6,-5.46875e-5,-0.1664707,0.117539,0.002257136987748674,0.0026016783675212535,0
