beat_no,beat_time,HR,RRI,burst_time,latency,amp,area
464,783.3467,60.709,0.9882999999999811,NA,NA,NA,NA
465,784.335,60.4195,0.993099999999913,NA,NA,NA,NA
466,785.3281,60.3249,0.994600000000105,786.64,1.311900000000037,0.01537986987576614,0.005836418996342986
467,786.3227,61.8941,0.9693999999999505,NA,NA,NA,NA
468,787.2921,60.9949,0.9836999999999989,NA,NA,NA,NA
469,788.2758,60.9949,0.9822000000000344,789.6,1.324200000000019,0.01897883632640519,0.005017366152253208
470,789.258,62.1332,0.9656999999999698,NA,NA,NA,NA
471,790.2237,61.2057,0.9802999999999429,NA,NA,NA,NA
472,791.204,61.1886,0.980600000000095,NA,NA,NA,NA
473,792.1846,62.9986,0.9523999999998978,NA,NA,NA,NA
474,793.137,61.831,0.9703000000000657,NA,NA,NA,NA
475,794.1073,61.831,0.9729999999999563,NA,NA,NA,NA
476,795.0803,61.6692,0.9564000000000306,796.4,1.3197000000000116,0.01470221731291432,0.004355381631603874
477,796.0367,61.3294,0.9782999999999902,NA,NA,NA,NA
478,797.015,61.0768,0.9823999999999842,NA,NA,NA,NA
479,797.9974,61.0768,0.9544000000000779,NA,NA,NA,NA
480,798.9518,62.8667,0.9729999999999563,NA,NA,NA,NA
481,799.9248,61.6642,0.973700000000008,NA,NA,NA,NA
482,800.8985,62.7254,0.9565000000000055,NA,NA,NA,NA
483,801.855,62.071,0.9666999999999462,NA,NA,NA,NA
484,802.8217,62.0017,0.9677000000000362,NA,NA,NA,NA
485,803.7894,62.0017,0.9588999999999714,NA,NA,NA,NA
486,804.7483,62.5704,0.9583999999999833,NA,NA,NA,NA
487,805.7067,61.8217,0.9705000000000155,NA,NA,NA,NA
488,806.6772,61.6937,0.9726000000000568,NA,NA,NA,NA
489,807.6498,61.6937,0.9516999999999598,808.96,1.310200000000009,0.01638766118743628,0.005713351566046949
490,808.6015,62.1507,0.9654000000000451,NA,NA,NA,NA
491,809.5669,62.1507,0.9343000000000075,NA,NA,NA,NA
492,810.5012,64.365,0.9321999999999662,NA,NA,NA,NA
493,811.4334,64.365,0.9399999999999409,NA,NA,NA,NA
494,812.3734,63.8241,0.944400000000087,NA,NA,NA,NA
495,813.3178,63.5348,0.9393000000000029,814.6,1.282199999999989,0.01759913475306985,0.00605548156592031
496,814.2571,NA,0.9130000000000109,815.48,1.2228999999999814,0.013102739739714408,0.004562705778246739
497,815.1701,NA,0.9224999999999,NA,NA,NA,NA
498,816.0926,NA,0.9213000000000875,NA,NA,NA,NA
499,817.0139,NA,0.9062000000000126,NA,NA,NA,NA
500,817.9201,NA,0.9275000000000091,NA,NA,NA,NA
501,818.84760000000006,64.4342,0.9311999999999898,NA,NA,NA,NA
502,819.7788,64.4342,0.9283999999998969,NA,NA,NA,NA
503,820.7072,62.7427,0.9563000000000557,NA,NA,NA,NA
504,821.6635,61.6837,0.9727000000000317,NA,NA,NA,NA
505,822.6362,62.3935,0.9615999999999758,NA,NA,NA,NA
506,823.5978,62.3935,0.9870999999999412,NA,NA,NA,NA
507,824.5849,60.7883,0.9926000000000386,NA,NA,NA,NA
508,825.5775,61.8705,0.9697999999999638,NA,NA,NA,NA
509,826.5473,61.8705,0.9929000000000769,NA,NA,NA,NA
510,827.5402,60.4594,0.9923999999999751,NA,NA,NA,NA
511,828.5326,62.3665,0.9619999999999891,NA,NA,NA,NA
512,829.4946,62.0595,0.9668000000000347,NA,NA,NA,NA
513,830.4614,62.0595,0.9601999999999862,NA,NA,NA,NA
514,831.4216,63.6917,0.9420999999999822,NA,NA,NA,NA
515,832.3637,62.2082,0.9645000000000437,NA,NA,NA,NA
516,833.3282,61.9316,0.9687999999999874,NA,NA,NA,NA
517,834.297,62.6097,0.9583000000000084,NA,NA,NA,NA
518,835.2553,62.6097,0.9728000000000065,NA,NA,NA,NA
519,836.2281,61.734,0.9719000000000051,837.52,1.2918999999999414,0.014186039075195861,0.003527625403411569
520,837.2,62.2142,0.96449999999993,NA,NA,NA,NA
521,838.1645,61.7481,0.9716000000000804,NA,NA,NA,NA
522,839.1361,61.277,0.9791999999999916,NA,NA,NA,NA
523,840.1153,61.277,0.9662999999999329,NA,NA,NA,NA
524,841.0816,61.4331,0.9767000000000507,842.36,1.2784000000000333,0.018950559430712496,0.008781361735379222
525,842.0583,61.4331,0.9492999999999938,843.4,1.3416999999999462,0.018700548409212953,0.008362123785665013
526,843.0076,62.0405,0.9670999999999594,NA,NA,NA,NA
527,843.9747,61.5214,0.9751999999999725,NA,NA,NA,NA
528,844.9499,61.5214,0.9687999999999874,NA,NA,NA,NA
529,845.9187,62.9936,0.9524000000000115,NA,NA,NA,NA
530,846.8711,61.9471,0.9686000000000377,NA,NA,NA,NA
531,847.8397,62.1208,0.9659000000000333,NA,NA,NA,NA
532,848.8056,63.2451,0.948699999999917,850.16,1.3543999999999414,0.013232669295570511,0.004727132132280781
533,849.7543,63.2451,0.9646000000000186,NA,NA,NA,NA
534,850.7189,62.1966,0.9635000000000673,NA,NA,NA,NA
535,851.6824,62.2785,0.9630999999999403,NA,NA,NA,NA
536,852.6455,61.9048,0.9692000000000007,NA,NA,NA,NA
537,853.6147,62.0238,0.9673999999999978,NA,NA,NA,NA
538,854.5821,61.8497,0.9701000000000022,NA,NA,NA,NA
539,855.5522,61.69,0.9726000000000568,NA,NA,NA,NA
540,856.5248,61.69,0.9400999999999158,NA,NA,NA,NA
541,857.4649,63.8239,0.9563000000000557,NA,NA,NA,NA
542,858.4212,62.6822,0.9572000000000571,NA,NA,NA,NA
543,859.3784,62.6822,0.9273999999999205,NA,NA,NA,NA
544,860.3058,64.6953,0.9422000000000708,NA,NA,NA,NA
545,861.248,63.3108,0.9476999999999407,NA,NA,NA,NA
546,862.1957,63.0521,0.9515999999999849,NA,NA,NA,NA
547,863.1473,63.0521,0.9510999999999967,NA,NA,NA,NA
548,864.0984,63.0873,0.9284000000000106,865.36,1.261600000000044,0.01760770420354451,0.005603120420676072
549,865.0268,64.6284,0.9080999999999904,NA,NA,NA,NA
550,865.9349,66.0704,0.9025000000000318,NA,NA,NA,NA
551,866.8374,66.4786,0.8894999999999982,NA,NA,NA,NA
552,867.7269,67.4537,0.9012000000000171,869.04,1.313099999999963,0.01550850931448294,0.006926665743120288
553,868.6281,65.4479,0.9166999999999916,NA,NA,NA,NA
554,869.5448,65.4479,0.915300000000002,NA,NA,NA,NA
555,870.4601,65.6801,0.9134999999999991,871.76,1.2998999999999796,0.017389551594756452,0.004687798018718232
556,871.3736,66.1176,0.9075000000000273,NA,NA,NA,NA
557,872.2811,67.4475,0.8894999999999982,873.44,1.158900000000017,0.014095113936694619,0.005227069255380345
558,873.1706,67.3464,0.8909999999999627,NA,NA,NA,NA
559,874.0616,68.6035,0.8745999999999867,NA,NA,NA,NA
560,874.9362,66.2561,0.9054999999999609,NA,NA,NA,NA
561,875.8417,63.3689,0.9469000000000278,NA,NA,NA,NA
562,876.7886,61.6954,0.9725000000000819,NA,NA,NA,NA
563,877.7611,60.9389,0.9846000000000004,NA,NA,NA,NA
564,878.7457,62.4105,0.9613999999999123,880,1.2542999999999438,0.01500649882759637,0.004917951169347092
565,879.7071,66.0454,0.9084000000000287,NA,NA,NA,NA
566,880.6155,65.9911,0.9092000000000553,NA,NA,NA,NA
567,881.5247,66.457,0.9028999999999314,NA,NA,NA,NA
568,882.4276,64.899,0.9244999999999663,883.8,1.3723999999999705,0.015767212790988822,0.004506139346638865
569,883.3521,64.4612,0.9308000000000902,NA,NA,NA,NA
570,884.2829,64.4612,0.8944999999999936,NA,NA,NA,NA
571,885.1774,67.0714,0.9130999999999858,886.48,1.302599999999984,0.018406628478012367,0.005912837909305927
572,886.0905,65.4762,0.9162999999999784,NA,NA,NA,NA
573,887.0068,65.4762,0.9110000000000582,NA,NA,NA,NA
574,887.9178,65.8676,0.9006999999999152,NA,NA,NA,NA
575,888.8185,65.7504,0.9125000000000227,NA,NA,NA,NA
576,889.731,64.6549,0.9279999999999973,NA,NA,NA,NA
577,890.659,65.9377,0.9099999999999682,NA,NA,NA,NA
578,891.569,64.684,0.927599999999984,NA,NA,NA,NA
579,892.4966,62.818,0.9551000000000158,NA,NA,NA,NA
580,893.4517,61.6229,0.973700000000008,NA,NA,NA,NA
581,894.4254,61.6229,0.973700000000008,895.76,1.334600000000023,0.018171809748780163,0.005826527389656229
582,895.3991,62.4233,0.9612000000000762,NA,NA,NA,NA
583,896.3603,62.4233,0.9377999999999247,NA,NA,NA,NA
584,897.2981,65.4644,0.9165000000000418,NA,NA,NA,NA
585,898.2146,65.9919,0.9091999999999416,NA,NA,NA,NA
586,899.1238,65.9919,0.8947000000000571,NA,NA,NA,NA
587,900.0185,67.7231,0.8859999999999673,NA,NA,NA,NA
588,900.9045,68.6914,0.8734000000000606,NA,NA,NA,NA
589,901.7779,68.6914,0.8845000000000027,NA,NA,NA,NA
590,902.6624,67.8337,0.8945999999999685,904,1.3375999999999522,0.015343665745188785,0.006444983123579067
591,903.557,65.1505,0.9208999999999605,NA,NA,NA,NA
592,904.4779,65.1505,0.9393999999999778,NA,NA,NA,NA
593,905.4173,63.87,0.9628999999999905,NA,NA,NA,NA
594,906.3802,61.8471,0.9702000000000908,NA,NA,NA,NA
595,907.3504,61.8471,0.9615999999999758,NA,NA,NA,NA
596,908.312,61.6494,0.9732999999999947,NA,NA,NA,NA
597,909.2853,61.6494,0.981899999999996,NA,NA,NA,NA
598,910.2672,60.9722,0.9841000000000122,NA,NA,NA,NA
599,911.2513,60.9722,0.9639999999999418,912.56,1.3086999999999307,0.01583009801717989,0.004166620259126672
600,912.2153,62.2369,0.9553000000000793,913.4,1.1847000000000207,0.014967308517897508,0.00503749643545848
601,913.1706,63.0374,0.9517999999999347,NA,NA,NA,NA
602,914.1224,63.0374,0.9506999999999834,NA,NA,NA,NA
603,915.0731,63.295,0.9479000000000042,NA,NA,NA,NA
604,916.021,63.609,0.943300000000022,NA,NA,NA,NA
605,916.9643,63.609,0.9352999999999838,NA,NA,NA,NA
606,917.8996,65.2113,0.9201000000000477,NA,NA,NA,NA
607,918.8197,64.7411,0.9266999999999825,NA,NA,NA,NA
608,919.7464,64.7411,0.9359000000000606,NA,NA,NA,NA
609,920.6823,64.1148,0.946399999999926,NA,NA,NA,NA
610,921.6287,63.2935,0.9479999999999791,NA,NA,NA,NA
611,922.5767,62.3765,0.9619000000000142,NA,NA,NA,NA
612,923.5386,61.5467,0.9749000000000478,NA,NA,NA,NA
613,924.5135,62.0073,0.9675999999999476,NA,NA,NA,NA
614,925.4811,61.5619,0.9746000000000095,NA,NA,NA,NA
615,926.4557,61.5498,0.9749000000000478,NA,NA,NA,NA
616,927.4306,61.8283,0.9703999999999269,NA,NA,NA,NA
617,928.401,61.0577,0.9827000000000226,929.76,1.3590000000000373,0.01794318247412563,0.006527135808798427
618,929.3837,61.1096,0.9818000000000211,NA,NA,NA,NA
619,930.3655,62.2494,0.9638999999999669,NA,NA,NA,NA
620,931.3294,62.2494,0.981200000000058,NA,NA,NA,NA
621,932.3106,61.2703,0.9792999999999665,NA,NA,NA,NA
622,933.2899,61.2703,0.9569999999999936,NA,NA,NA,NA
623,934.2469,62.6921,0.9656999999999698,NA,NA,NA,NA
624,935.2126,61.6974,0.9725000000000819,936.52,1.3074000000000296,0.01611906742819124,0.0048186805314694775
625,936.1851,62.8993,0.953899999999976,NA,NA,NA,NA
626,937.139,62.1057,0.9660999999999831,NA,NA,NA,NA
627,938.1051,61.7128,0.9723000000000184,NA,NA,NA,NA
628,939.0774,61.7128,0.982599999999934,NA,NA,NA,NA
629,940.06,62.9884,0.9526000000000749,NA,NA,NA,NA
630,941.0126,61.4475,0.9764000000000124,NA,NA,NA,NA
631,941.989,61.3564,0.9778999999999769,943.24,1.2509999999999764,0.014500423708266288,0.0041125391644484715
632,942.9669,61.3564,0.9553999999999405,NA,NA,NA,NA
633,943.9223,62.8062,0.9657000000000835,NA,NA,NA,NA
634,944.888,61.8521,0.9701000000000022,946.12,1.231999999999971,0.015516387094144811,0.0028186363037064933
